timestamp_seconds,raw
5.162,"{""SpeedOutputFeature"":""D""}"
6.331,-24.3
6.334,238.5
6.410,-24.3
6.412,276.8
6.484,-36.4
6.488,302.4
6.634,-24.3
6.640,302.3
6.711,-12.1
6.715,302.4
6.858,12.1
6.864,285.3
6.938,12.1
6.939,127.8
7.156,-12.1
7.165,230.0
7.232,-24.3
7.238,234.2
7.384,-48.5
7.386,230.0
7.458,-60.7
7.466,579.1
7.535,-60.7
7.540,579.1
7.613,-121.4
7.618,574.9
12.009,24.3
12.013,221.4
12.157,12.1
12.161,217.2
15.762,351.9
15.765,195.9
16.127,36.4
16.129,574.9
16.275,-267.0
16.279,570.6
16.423,72.8
16.430,272.5
16.500,24.3
16.503,281.1
16.578,24.3
16.582,285.3
16.723,12.1
16.727,110.7
16.802,12.1
16.806,123.5
16.876,12.1
16.880,115.0
16.951,12.1
16.955,132.0
17.026,24.3
17.030,132.0
17.104,24.3
17.109,119.2
17.186,12.1
17.186,242.7
17.255,12.1
17.259,221.4
18.483,12.1
18.487,302.4
18.559,12.1
18.565,574.9
18.638,12.1
18.638,579.1
18.711,12.1
18.715,204.4
18.786,60.7
18.791,178.9
18.863,36.4
18.866,183.1
18.939,12.1
18.945,302.3
19.019,12.1
19.020,281.1
19.091,12.1
19.094,289.6
19.171,24.3
19.171,293.8
19.244,24.3
19.246,302.3
22.848,-12.1
22.851,285.3
22.925,-12.1
22.929,285.3
23.001,-12.1
23.005,281.1
23.078,-24.3
23.082,281.1
23.517,-12.1
23.519,221.4
23.664,-12.1
23.668,225.7
24.317,24.3
24.321,289.6
24.393,36.4
24.397,281.1
24.469,24.3
24.472,285.3
24.545,36.4
24.549,289.6
24.622,36.4
24.624,281.1
24.697,24.3
24.701,102.5
24.772,48.5
24.777,259.8
24.849,24.3
24.852,259.8
25.141,-24.3
25.145,251.2
26.515,-72.8
26.518,579.1
27.023,12.1
27.026,217.2
27.176,24.3
27.176,302.4
27.250,-24.3
27.252,285.3
27.324,36.4
27.328,276.8
27.401,24.3
27.406,268.3
27.476,60.7
27.480,268.3
27.552,12.1
27.556,268.3
27.630,12.1
27.632,238.5
27.849,-36.4
27.852,204.4
27.926,-12.1
27.930,200.1
29.437,-36.4
29.441,191.6
29.514,-36.4
29.518,217.2
29.592,-36.4
29.595,247.0
