timestamp_seconds,voltage
0.008,1.3355
0.050,1.1516
0.100,1.2903
0.160,1.1710
0.202,1.0677
0.256,1.1742
0.300,1.0097
0.350,1.0419
0.400,1.0355
0.450,1.3129
0.500,1.3323
0.550,1.2581
0.600,1.4839
0.650,1.3097
0.700,1.1484
0.750,1.0065
0.800,1.5677
0.850,1.2097
0.900,1.3806
0.950,1.1806
1.000,1.3097
1.050,1.2645
1.100,1.0613
1.150,1.2774
1.200,1.3290
1.250,1.1710
1.300,1.1871
1.350,1.2484
1.400,1.1097
1.450,1.2710
1.500,1.2452
1.550,1.1258
1.600,1.1548
1.650,1.1548
1.700,1.1226
1.750,1.1323
1.800,1.2323
1.850,1.2613
1.900,1.4194
1.950,1.2935
2.000,1.5355
2.050,1.2290
2.100,1.1452
2.150,1.3581
2.200,1.0645
2.250,1.3710
2.300,1.0258
2.350,1.3032
2.400,1.0065
2.450,1.0806
2.500,1.4516
2.550,1.0000
2.600,1.1419
2.650,1.3000
2.700,1.1484
2.750,1.2355
2.800,1.2903
2.850,1.1387
2.900,1.4935
2.950,1.4484
3.000,1.2903
3.050,1.1935
3.100,1.2968
3.150,1.1194
3.200,1.4129
3.250,1.5161
3.300,1.3806
3.350,1.1742
3.400,1.2258
3.450,1.1774
3.500,1.0935
3.550,1.0710
3.603,1.3484
3.650,1.3065
3.700,1.3290
3.750,1.0516
3.800,1.2000
3.850,1.2903
3.900,1.2129
3.950,1.2000
4.000,1.2323
4.050,1.2516
4.100,1.3065
4.150,1.2129
4.200,1.0452
4.250,1.1290
4.300,1.0968
4.350,1.3516
4.400,1.5097
4.450,1.5677
4.500,1.2065
4.550,1.2000
4.600,1.2419
4.650,0.9290
4.700,1.1677
4.750,1.3387
4.800,1.3710
4.850,1.2839
4.900,1.1258
4.950,1.2290
5.000,1.3129
5.050,1.2710
5.100,1.2419
5.151,1.1968
5.200,1.2935
5.250,1.1806
5.300,1.4677
5.350,1.3129
5.400,1.2226
5.450,1.0871
5.500,1.2968
5.550,1.2258
5.600,1.4677
5.650,1.3161
5.700,1.2839
5.750,1.3000
5.800,1.2871
5.850,1.4323
5.900,1.0581
5.950,1.1871
6.000,1.3194
6.050,1.2000
6.100,1.0613
6.150,1.1129
6.200,1.1968
6.250,1.3613
6.300,1.0323
6.350,1.0710
6.400,1.2129
6.450,1.1419
6.500,1.2710
6.550,1.2129
6.600,1.2871
6.650,1.0581
6.700,1.2290
6.750,1.3774
6.800,1.3484
6.850,1.3097
6.900,1.2839
6.950,1.1871
7.000,1.1968
7.050,1.3387
7.100,1.2903
7.150,1.1129
7.200,1.2290
7.250,1.4516
7.300,1.3968
7.350,0.9194
7.400,1.2065
7.450,1.1935
7.500,1.0935
7.550,1.1226
7.600,1.1000
7.650,1.3258
7.700,1.2226
7.750,1.1581
7.800,1.4387
7.850,0.9258
7.900,1.4548
7.950,1.5677
8.000,1.4065
8.050,1.0355
8.100,0.9548
8.150,1.0806
8.200,1.2355
8.250,1.3129
8.300,1.2097
8.350,1.3226
8.400,1.2032
8.450,1.1806
8.500,1.0484
8.550,1.0194
8.600,1.0871
8.650,1.4419
8.700,1.1839
8.750,1.1290
8.800,1.4097
8.850,1.2774
8.900,1.2226
8.950,1.3032
9.000,1.3226
9.050,1.2581
9.100,1.2194
9.150,1.6484
9.200,1.3129
9.250,1.1871
9.300,1.0839
9.350,1.1613
9.400,1.2968
9.450,1.1645
9.500,1.3290
9.550,1.3710
9.600,1.1581
9.650,1.3645
9.700,1.2000
9.750,1.2065
9.800,1.3742
9.850,1.1484
9.900,1.2226
9.950,1.2613
10.000,1.3129
10.050,1.3258
10.100,1.4903
10.150,1.1871
10.200,1.3000
10.250,1.2258
10.300,1.3903
10.350,1.5032
10.400,1.3419
10.450,1.5516
10.500,1.3097
10.550,1.4484
10.600,1.2548
10.650,1.3258
10.700,1.3581
10.750,1.2387
10.800,1.2806
10.850,1.3968
10.900,1.1323
10.950,1.0903
11.000,1.1161
11.050,1.2194
11.100,1.4323
11.150,1.0935
11.200,1.2355
11.250,1.2645
11.300,1.2935
11.350,1.4355
11.400,1.2484
11.450,1.2161
11.500,1.3290
11.550,1.1935
11.600,1.2645
11.650,1.2129
11.700,1.4226
11.750,1.2516
11.800,1.4290
11.850,1.2065
11.900,1.1968
11.950,1.2355
12.000,1.1419
12.050,1.2935
12.100,1.1645
12.150,1.3258
12.202,1.1065
12.250,1.5903
12.300,1.0613
12.350,1.2710
12.400,1.3258
12.450,1.2677
12.500,1.2774
12.550,0.9355
12.600,1.1258
12.650,1.3161
12.700,1.3387
12.750,1.3065
12.800,1.0903
12.850,1.1645
12.900,1.1968
12.950,1.4000
13.000,1.2903
13.050,1.3774
13.100,1.2226
13.150,1.2226
13.200,1.2452
13.250,1.2645
13.300,1.3484
13.350,1.1484
13.400,1.2129
13.450,1.3581
13.500,1.0935
13.550,1.2935
13.600,1.1516
13.650,1.4710
13.700,1.1613
13.750,1.4839
13.800,1.3645
13.850,1.5226
13.900,1.2806
13.950,1.0710
14.000,1.2548
14.050,1.4323
14.100,1.2806
14.150,1.3806
14.200,1.1548
14.250,1.1452
14.300,1.2871
14.350,1.2161
14.400,1.2194
14.450,1.2161
14.500,1.2097
14.550,1.0065
14.600,1.2161
14.650,1.3710
14.700,1.2710
14.750,1.1806
14.800,1.2355
14.850,1.0774
