timestamp_seconds,raw
7.459,"1328.226,""cmps"",27.3"
7.466,"1328.285,""cm"",111.2"
7.546,"1328.318,""cmps"",27.3"
7.558,"1328.377,""cm"",136.3"
7.639,"1328.410,""cmps"",15.2"
7.650,"1328.469,""cm"",111.3"
7.731,"1328.502,""cmps"",15.2"
7.741,"1328.561,""cm"",111.0"
7.827,"1328.594,""cmps"",36.4"
7.834,"1328.653,""cm"",111.2"
7.915,"1328.686,""cmps"",24.3"
7.926,"1328.745,""cm"",111.0"
8.006,"1328.778,""cmps"",30.3"
8.018,"1328.837,""cm"",119.2"
8.099,"1328.870,""cmps"",42.5"
8.110,"1328.929,""cm"",111.0"
8.191,"1328.962,""cmps"",18.2"
8.202,"1329.020,""cm"",111.0"
8.282,"1329.053,""cmps"",9.1"
8.295,"1329.112,""cm"",111.1"
8.374,"1329.144,""cmps"",15.2"
8.384,"1329.203,""cm"",111.0"
8.466,"1329.236,""cmps"",39.4"
8.477,"1329.295,""cm"",111.0"
8.557,"1329.328,""cmps"",30.3"
8.569,"1329.387,""cm"",238.5"
8.651,"1329.420,""cmps"",48.5"
8.661,"1329.479,""cm"",221.4"
8.742,"1329.512,""cmps"",63.7"
8.752,"1329.571,""cm"",306.7"
8.834,"1329.604,""cmps"",48.5"
8.845,"1329.663,""cm"",306.6"
8.926,"1329.696,""cmps"",60.7"
8.939,"1329.756,""cm"",289.6"
9.018,"1329.788,""cmps"",57.6"
9.029,"1329.848,""cm"",281.1"
9.110,"1329.880,""cmps"",36.4"
9.121,"1329.939,""cm"",272.5"
9.202,"1329.972,""cmps"",27.3"
9.212,"1330.031,""cm"",289.5"
9.294,"1330.064,""cmps"",51.6"
9.305,"1330.123,""cm"",306.6"
9.387,"1330.156,""cmps"",57.6"
9.397,"1330.215,""cm"",68.1"
9.479,"1330.247,""cmps"",15.2"
9.488,"1330.306,""cm"",111.1"
9.568,"1330.339,""cmps"",15.2"
9.579,"1330.398,""cm"",68.1"
9.659,"1330.430,""cmps"",12.1"
9.670,"1330.489,""cm"",68.1"
9.752,"1330.521,""cmps"",-12.1"
9.763,"1330.580,""cm"",68.1"
9.844,"1330.613,""cmps"",-15.2"
9.854,"1330.672,""cm"",68.1"
9.935,"1330.705,""cmps"",-15.2"
9.945,"1330.764,""cm"",68.1"
10.027,"1330.797,""cmps"",-6.1"
10.038,"1330.856,""cm"",68.1"
10.118,"1330.888,""cmps"",-21.2"
10.131,"1330.947,""cm"",289.6"
10.282,"1331.051,""cmps"",-18.2"
10.292,"1331.110,""cm"",289.6"
10.374,"1331.143,""cmps"",-27.3"
10.384,"1331.202,""cm"",298.1"
10.465,"1331.235,""cmps"",-24.3"
10.477,"1331.294,""cm"",289.6"
10.557,"1331.327,""cmps"",-12.1"
10.568,"1331.386,""cm"",306.5"
10.650,"1331.419,""cmps"",-18.2"
10.660,"1331.478,""cm"",68.1"
10.742,"1331.511,""cmps"",-15.2"
10.752,"1331.570,""cm"",68.1"
10.833,"1331.603,""cmps"",-21.2"
10.843,"1331.662,""cm"",68.1"
10.925,"1331.695,""cmps"",-21.2"
10.936,"1331.754,""cm"",68.2"
11.018,"1331.787,""cmps"",-15.2"
11.028,"1331.846,""cm"",68.1"
11.110,"1331.879,""cmps"",-18.2"
11.120,"1331.938,""cm"",68.1"
11.202,"1331.971,""cmps"",-33.4"
11.212,"1332.030,""cm"",68.2"
11.293,"1332.063,""cmps"",-33.4"
11.303,"1332.122,""cm"",76.7"
11.385,"1332.155,""cmps"",-36.4"
11.396,"1332.214,""cm"",76.6"
11.479,"1332.247,""cmps"",-54.6"
11.488,"1332.306,""cm"",110.7"
11.570,"1332.339,""cmps"",-45.5"
11.580,"1332.398,""cm"",110.7"
11.662,"1332.431,""cmps"",-39.4"
11.672,"1332.490,""cm"",110.9"
11.753,"1332.523,""cmps"",-36.4"
11.765,"1332.582,""cm"",110.9"
11.847,"1332.615,""cmps"",-33.4"
11.856,"1332.674,""cm"",110.9"
11.937,"1332.707,""cmps"",-39.4"
11.948,"1332.766,""cm"",110.8"
12.030,"1332.799,""cmps"",-45.5"
12.040,"1332.858,""cm"",110.8"
12.122,"1332.891,""cmps"",-42.5"
12.134,"1332.950,""cm"",111.3"
12.213,"1332.983,""cmps"",-63.7"
12.225,"1333.044,""cm"",281.1"
12.305,"1333.076,""cmps"",-63.7"
12.317,"1333.135,""cm"",111.2"
12.397,"1333.168,""cmps"",-51.6"
12.408,"1333.227,""cm"",281.1"
12.490,"1333.260,""cmps"",-36.4"
12.500,"1333.319,""cm"",136.3"
12.582,"1333.352,""cmps"",-39.4"
12.593,"1333.411,""cm"",136.3"
12.674,"1333.444,""cmps"",-39.4"
12.685,"1333.503,""cm"",144.8"
12.765,"1333.536,""cmps"",-21.2"
12.776,"1333.595,""cm"",170.4"
12.858,"1333.628,""cmps"",-39.4"
12.873,"1333.687,""cm"",272.5"
12.950,"1333.720,""cmps"",-33.4"
12.960,"1333.779,""cm"",178.9"
13.041,"1333.812,""cmps"",-36.4"
13.052,"1333.871,""cm"",195.9"
13.133,"1333.904,""cmps"",-45.5"
13.145,"1333.963,""cm"",212.9"
13.225,"1333.996,""cmps"",-39.4"
13.237,"1334.055,""cm"",212.9"
13.318,"1334.088,""cmps"",-36.4"
13.332,"1334.147,""cm"",212.9"
15.184,"1335.955,""cmps"",27.3"
15.195,"1336.015,""cm"",212.9"
15.276,"1336.048,""cmps"",30.3"
15.286,"1336.107,""cm"",213.0"
15.368,"1336.140,""cmps"",12.1"
15.379,"1336.199,""cm"",212.9"
15.460,"1336.232,""cmps"",18.2"
15.471,"1336.291,""cm"",212.9"
15.553,"1336.324,""cmps"",27.3"
15.563,"1336.383,""cm"",212.9"
15.644,"1336.416,""cmps"",30.3"
15.654,"1336.475,""cm"",212.9"
15.736,"1336.508,""cmps"",27.3"
15.746,"1336.567,""cm"",178.9"
15.828,"1336.600,""cmps"",33.4"
15.839,"1336.659,""cm"",161.8"
15.921,"1336.692,""cmps"",42.5"
15.931,"1336.751,""cm"",161.8"
16.011,"1336.784,""cmps"",42.5"
16.023,"1336.843,""cm"",111.2"
16.104,"1336.876,""cmps"",42.5"
16.114,"1336.935,""cm"",110.9"
16.196,"1336.968,""cmps"",33.4"
16.209,"1337.025,""cm"",119.3"
16.288,"1337.058,""cmps"",21.2"
16.299,"1337.117,""cm"",111.1"
16.379,"1337.150,""cmps"",9.1"
16.390,"1337.209,""cm"",204.4"
16.470,"1337.241,""cmps"",9.1"
16.481,"1337.300,""cm"",195.9"
16.561,"1337.332,""cmps"",6.1"
16.572,"1337.391,""cm"",204.4"
20.700,"1341.471,""cmps"",60.7"
20.710,"1341.530,""cm"",204.4"
20.792,"1341.563,""cmps"",-51.6"
20.803,"1341.622,""cm"",204.4"
20.885,"1341.655,""cmps"",-36.4"
20.899,"1341.714,""cm"",204.4"
20.979,"1341.817,""cmps"",-21.2"
20.987,"1341.806,""cm"",170.3"
21.069,"1341.839,""cmps"",-24.3"
21.079,"1341.898,""cm"",144.8"
21.160,"1341.931,""cmps"",-18.2"
21.173,"1341.990,""cm"",161.8"
21.252,"1342.024,""cmps"",-15.2"
21.266,"1342.083,""cm"",187.4"
21.343,"1342.116,""cmps"",3.0"
21.354,"1342.175,""cm"",204.4"
21.434,"1342.207,""cmps"",6.1"
21.445,"1342.266,""cm"",229.9"
21.527,"1342.298,""cmps"",-15.2"
21.539,"1342.357,""cm"",229.9"
21.621,"1342.390,""cmps"",-24.3"
21.629,"1342.449,""cm"",204.4"
21.781,"1342.553,""cmps"",-27.3"
21.793,"1342.612,""cm"",204.4"
21.873,"1342.645,""cmps"",-63.7"
21.884,"1342.704,""cm"",195.9"
22.745,"1343.518,""cmps"",18.2"
22.757,"1343.577,""cm"",212.9"
22.909,"1343.681,""cmps"",24.3"
22.919,"1343.740,""cm"",204.4"
23.001,"1343.773,""cmps"",18.2"
23.012,"1343.832,""cm"",212.9"
23.093,"1343.865,""cmps"",39.4"
23.104,"1343.924,""cm"",204.4"
23.185,"1343.957,""cmps"",27.3"
23.196,"1344.014,""cm"",221.5"
23.277,"1344.047,""cmps"",51.6"
23.287,"1344.106,""cm"",195.9"
23.369,"1344.139,""cmps"",69.8"
23.379,"1344.198,""cm"",111.0"
23.461,"1344.231,""cmps"",69.8"
23.472,"1344.290,""cm"",110.9"
23.554,"1344.323,""cmps"",57.6"
23.564,"1344.382,""cm"",111.0"
23.645,"1344.415,""cmps"",69.8"
23.656,"1344.475,""cm"",110.9"
23.737,"1344.507,""cmps"",63.7"
23.747,"1344.566,""cm"",110.8"
23.829,"1344.599,""cmps"",24.3"
23.839,"1344.658,""cm"",76.7"
23.920,"1344.690,""cmps"",45.5"
23.931,"1344.749,""cm"",76.7"
24.012,"1344.781,""cmps"",48.5"
24.023,"1344.841,""cm"",76.6"
24.106,"1344.873,""cmps"",54.6"
24.116,"1344.935,""cm"",76.6"
24.197,"1344.967,""cmps"",45.5"
24.207,"1345.028,""cm"",68.2"
24.289,"1345.059,""cmps"",39.4"
24.298,"1345.119,""cm"",76.6"
24.383,"1345.150,""cmps"",27.3"
24.389,"1345.209,""cm"",289.6"
24.472,"1345.242,""cmps"",33.4"
24.481,"1345.301,""cm"",306.6"
24.563,"1345.334,""cmps"",51.6"
24.574,"1345.393,""cm"",306.6"
24.656,"1345.426,""cmps"",36.4"
24.667,"1345.485,""cm"",306.6"
24.747,"1345.518,""cmps"",36.4"
24.758,"1345.577,""cm"",289.6"
24.839,"1345.610,""cmps"",9.1"
24.849,"1345.669,""cm"",306.6"
25.570,"1346.340,""cmps"",-54.6"
25.580,"1346.399,""cm"",281.0"
25.662,"1346.432,""cmps"",-63.7"
25.673,"1346.491,""cm"",281.1"
25.753,"1346.524,""cmps"",-42.5"
25.765,"1346.583,""cm"",281.1"
25.847,"1346.616,""cmps"",-33.4"
25.856,"1346.675,""cm"",272.6"
25.938,"1346.708,""cmps"",-18.2"
25.948,"1346.767,""cm"",68.2"
26.030,"1346.800,""cmps"",-21.2"
26.040,"1346.859,""cm"",110.8"
26.121,"1346.892,""cmps"",-18.2"
26.133,"1346.951,""cm"",110.9"
26.213,"1346.984,""cmps"",-21.2"
26.226,"1347.043,""cm"",111.1"
26.305,"1347.076,""cmps"",-27.3"
26.316,"1347.135,""cm"",111.0"
26.398,"1347.168,""cmps"",-36.4"
26.408,"1347.227,""cm"",255.5"
26.490,"1347.260,""cmps"",-30.3"
26.503,"1347.319,""cm"",213.0"
27.646,"1348.418,""cmps"",-39.4"
27.658,"1348.477,""cm"",528.1"
27.738,"1348.510,""cmps"",-39.4"
27.750,"1348.569,""cm"",528.0"
27.902,"1348.673,""cmps"",-54.6"
27.915,"1348.732,""cm"",519.6"
27.995,"1348.765,""cmps"",-45.5"
28.004,"1348.824,""cm"",195.9"
28.087,"1348.857,""cmps"",-30.3"
28.097,"1348.916,""cm"",204.4"
28.177,"1348.949,""cmps"",-39.4"
28.189,"1349.008,""cm"",204.4"
28.268,"1349.041,""cmps"",6.1"
28.280,"1349.100,""cm"",204.4"
28.360,"1349.132,""cmps"",-18.2"
28.371,"1349.191,""cm"",204.4"
28.451,"1349.224,""cmps"",9.1"
28.462,"1349.283,""cm"",204.4"
28.826,"1349.599,""cmps"",9.1"
28.838,"1349.658,""cm"",221.4"
28.919,"1349.690,""cmps"",12.1"
28.929,"1349.749,""cm"",221.4"
29.009,"1349.782,""cmps"",18.2"
29.021,"1349.841,""cm"",229.9"
29.103,"1349.874,""cmps"",30.3"
29.113,"1349.933,""cm"",230.0"
29.195,"1349.966,""cmps"",42.5"
29.205,"1350.025,""cm"",195.9"
29.286,"1350.058,""cmps"",51.6"
29.297,"1350.117,""cm"",195.9"
29.379,"1350.150,""cmps"",54.6"
29.389,"1350.209,""cm"",204.4"
29.469,"1350.242,""cmps"",63.7"
29.482,"1350.301,""cm"",195.9"
29.562,"1350.334,""cmps"",42.5"
29.574,"1350.393,""cm"",204.4"
31.855,"1352.626,""cmps"",45.5"
31.870,"1352.685,""cm"",195.9"
