timestamp_seconds,raw
14.945,"12887.947,""cmps"",33.4"
14.956,"12888.006,""cm"",111.2"
15.038,"12888.040,""cmps"",78.9"
15.050,"12888.100,""cm"",110.9"
15.132,"12888.133,""cmps"",36.4"
15.143,"12888.193,""cm"",68.2"
15.226,"12888.226,""cmps"",33.4"
15.237,"12888.287,""cm"",68.1"
15.319,"12888.320,""cmps"",30.3"
15.329,"12888.380,""cm"",59.7"
15.411,"12888.412,""cmps"",12.1"
15.424,"12888.472,""cm"",68.1"
15.503,"12888.505,""cmps"",9.1"
15.514,"12888.564,""cm"",68.2"
15.595,"12888.597,""cmps"",12.1"
15.606,"12888.656,""cm"",111.2"
15.688,"12888.690,""cmps"",18.2"
15.700,"12888.749,""cm"",111.1"
15.780,"12888.783,""cmps"",9.1"
15.792,"12888.842,""cm"",111.0"
15.874,"12888.875,""cmps"",9.1"
15.884,"12888.934,""cm"",111.1"
15.964,"12888.967,""cmps"",9.1"
15.976,"12889.027,""cm"",111.4"
18.328,"12891.332,""cmps"",9.1"
18.340,"12891.391,""cm"",112.1"
24.385,"12897.388,""cmps"",12.1"
24.396,"12897.447,""cm"",111.2"
27.104,"12900.109,""cmps"",9.1"
27.116,"12900.168,""cm"",68.2"
27.196,"12900.201,""cmps"",21.2"
27.208,"12900.260,""cm"",111.0"
27.290,"12900.294,""cmps"",45.5"
27.304,"12900.353,""cm"",111.2"
27.384,"12900.387,""cmps"",54.6"
27.394,"12900.446,""cm"",68.1"
27.476,"12900.479,""cmps"",69.8"
27.486,"12900.538,""cm"",68.1"
27.567,"12900.571,""cmps"",60.7"
27.578,"12900.630,""cm"",68.1"
27.660,"12900.663,""cmps"",75.8"
27.670,"12900.722,""cm"",68.1"
27.752,"12900.755,""cmps"",39.4"
27.762,"12900.814,""cm"",111.0"
27.844,"12900.848,""cmps"",24.3"
27.856,"12900.907,""cm"",111.2"
28.009,"12901.012,""cmps"",12.1"
28.019,"12901.071,""cm"",68.1"
29.664,"12902.665,""cmps"",-15.2"
29.674,"12902.724,""cm"",68.1"
29.756,"12902.758,""cmps"",-48.5"
29.768,"12902.817,""cm"",111.1"
29.848,"12902.851,""cmps"",-42.5"
29.860,"12902.910,""cm"",111.2"
29.942,"12902.944,""cmps"",-54.6"
29.954,"12903.003,""cm"",111.4"
30.035,"12903.037,""cmps"",-63.7"
30.047,"12903.096,""cm"",111.5"
30.127,"12903.130,""cmps"",-42.5"
30.139,"12903.189,""cm"",110.9"
30.221,"12903.223,""cmps"",-48.5"
30.231,"12903.282,""cm"",68.2"
30.313,"12903.316,""cmps"",-42.5"
30.327,"12903.375,""cm"",76.6"
30.478,"12903.480,""cmps"",-30.3"
30.489,"12903.539,""cm"",76.6"
30.570,"12903.573,""cmps"",-24.3"
30.582,"12903.632,""cm"",68.2"
30.664,"12903.666,""cmps"",-24.3"
30.675,"12903.725,""cm"",110.8"
30.756,"12903.759,""cmps"",-3.0"
30.766,"12903.818,""cm"",76.6"
30.849,"12903.851,""cmps"",-18.2"
30.860,"12903.910,""cm"",110.9"
