timestamp_seconds,voltage
0.009,1.2581
0.052,1.1581
0.100,1.1710
0.154,1.5032
0.204,1.2581
0.274,1.0129
0.300,1.2677
0.350,1.0677
0.400,1.2194
0.450,1.4581
0.500,1.2742
0.550,1.2129
0.600,1.2290
0.650,1.4226
0.700,1.1194
0.750,1.2355
0.800,1.0484
0.850,1.3194
0.900,1.2290
0.950,1.1613
1.000,1.1548
1.050,1.0806
1.100,1.1452
1.150,1.3806
1.200,1.2581
1.250,1.2258
1.300,1.1419
1.350,1.2290
1.400,1.0516
1.450,1.2613
1.500,1.2903
1.550,1.1452
1.600,1.2613
1.650,1.0065
1.700,1.2129
1.750,1.4032
1.800,1.2871
1.850,1.2355
1.900,1.0645
1.950,1.3935
2.000,1.2290
2.050,1.4000
2.100,1.1452
2.150,1.2774
2.200,1.3742
2.250,1.3710
2.300,1.0935
2.350,1.3774
2.400,1.4613
2.450,1.1419
2.500,1.0161
2.550,1.2839
2.600,1.1097
2.650,1.0548
2.700,1.2645
2.750,1.2677
2.800,1.2484
2.850,1.3065
2.900,1.1871
2.950,1.1032
3.000,1.3839
3.050,1.0871
3.100,1.2968
3.150,1.3355
3.200,1.3000
3.250,1.6129
3.300,1.2258
3.350,1.1000
3.400,1.3065
3.450,1.1194
3.500,1.3065
3.550,1.2323
3.600,1.3065
3.650,1.2452
3.700,1.1839
3.750,0.9742
3.800,1.3806
3.850,1.2032
3.900,1.2355
3.950,1.1419
4.000,1.1839
4.050,1.3968
4.100,1.1516
4.150,1.2484
4.200,1.3065
4.250,1.5097
4.300,1.2613
4.350,1.3097
4.400,1.4968
4.450,1.3710
4.500,1.1710
4.550,1.2613
4.600,1.3161
4.650,1.0194
4.700,1.3806
4.750,1.0710
4.800,1.2935
4.850,1.2258
4.900,1.2097
4.950,1.2968
5.000,1.4032
5.050,1.3935
5.100,1.3226
5.150,1.2871
5.200,1.3000
5.250,1.3419
5.300,1.1226
5.350,1.2774
5.400,1.2742
5.450,1.1419
5.500,1.3194
5.550,1.1871
5.600,1.3194
5.650,1.2419
5.700,1.1968
5.750,1.2355
5.800,1.2419
5.850,1.2452
5.900,1.2129
5.950,1.2129
6.000,1.2032
6.050,1.2097
6.100,1.1806
6.150,1.2097
6.200,1.1806
6.250,1.2968
6.300,1.2419
6.350,1.2613
6.400,1.2419
6.450,1.3097
6.500,1.2387
6.550,1.2903
6.600,1.5871
6.650,1.0290
6.700,1.2065
6.750,1.2677
6.800,1.2613
6.850,1.2419
6.900,1.1968
6.950,1.1710
7.000,1.2226
7.050,1.2097
7.100,2.2323
7.150,0.9774
7.200,1.2484
7.250,1.2129
7.300,1.2290
7.350,1.2581
7.400,1.2548
7.450,1.2323
7.500,1.2645
7.550,1.2226
7.601,1.3258
7.650,1.2323
7.700,1.3387
7.750,1.1742
7.800,1.2742
7.850,1.2871
7.900,1.2903
7.950,1.1935
8.000,1.3387
8.050,1.1935
8.100,1.0742
8.150,1.1129
8.200,1.2129
8.250,1.2065
8.300,1.2097
8.350,1.2032
8.400,1.1774
8.450,1.1581
8.500,1.2097
8.550,1.2645
8.600,1.2258
8.650,1.2258
8.700,1.2452
8.750,1.2548
8.800,1.2484
8.850,1.2516
8.900,1.2484
8.950,1.2806
9.000,1.1806
9.050,1.3097
9.100,1.3355
9.150,1.2710
9.200,1.2000
9.250,1.1710
9.300,1.1613
9.350,1.2129
9.400,1.1742
9.450,1.2323
9.500,1.2806
9.550,1.3097
9.600,1.1161
9.650,1.4484
9.700,1.3387
9.750,1.2419
9.800,1.2194
9.850,1.2645
9.900,1.1323
9.950,1.2065
10.000,1.4645
10.050,1.4645
10.100,1.3323
10.150,1.4323
10.200,1.5194
10.250,1.0258
10.300,1.2548
10.350,0.9097
10.400,1.2903
10.450,1.1903
10.500,1.1355
10.550,1.0516
10.600,1.2742
10.650,1.1452
10.700,1.0032
10.750,1.1194
10.800,1.2161
10.850,1.4903
10.900,1.2323
10.950,1.1097
11.000,1.1839
11.050,1.3355
11.100,1.2677
11.150,1.3000
11.200,1.4419
11.250,1.2613
11.300,1.2710
11.350,1.2258
11.400,1.0194
11.450,1.2548
11.500,1.2839
11.550,1.3194
11.600,1.5194
11.650,1.2097
11.700,1.1161
11.750,1.0581
11.800,1.1387
11.850,1.1677
11.900,1.0548
11.950,1.1452
12.000,1.0226
12.050,1.1258
12.100,1.2484
12.150,1.2323
12.200,1.2710
12.250,1.2258
12.300,1.0806
12.350,1.1710
12.400,1.2516
12.450,1.3290
12.500,1.3419
12.550,1.3000
12.600,1.3323
12.650,1.3419
12.700,1.3839
12.750,1.1677
12.800,1.2065
12.850,1.1032
12.900,1.2935
12.950,1.0871
13.000,1.2323
13.050,1.3097
13.100,1.1710
13.150,1.2871
13.200,1.4613
13.250,1.3548
13.300,1.3097
13.350,1.1226
13.400,1.3839
13.450,1.3903
13.500,1.3742
13.550,1.4710
13.600,1.2387
13.650,1.2032
13.700,1.2355
13.750,1.2032
13.800,1.2194
13.850,1.2032
13.900,1.2871
13.950,1.2581
14.000,1.3065
14.050,1.2387
14.100,1.1452
14.150,1.2194
14.200,1.2387
14.250,1.1903
14.300,1.2129
14.350,1.1935
14.400,1.1387
14.450,1.2355
14.500,1.2419
14.550,1.1742
14.600,1.2839
14.650,1.3032
14.700,1.3484
14.750,1.2290
14.800,1.2226
14.850,1.2452
14.900,1.2323
14.950,1.2065
15.000,1.2645
15.050,1.2806
15.103,1.1806
15.150,1.2129
15.200,1.1129
15.250,1.1323
15.300,1.2258
15.350,1.2161
15.400,1.4645
15.450,1.1710
15.500,1.1419
15.550,1.1935
15.600,1.1871
15.650,1.2677
15.700,1.2000
15.750,1.2645
15.800,1.2516
15.850,1.2194
15.900,1.2677
15.950,1.2194
16.000,1.1548
16.050,1.2742
16.100,1.3806
16.150,1.1419
16.200,1.3516
16.250,1.3323
16.300,1.2806
16.350,1.1613
16.400,1.2161
16.450,1.4129
16.500,1.2097
16.550,1.1710
16.600,1.4516
16.650,0.9065
16.700,1.1742
16.750,1.1226
16.800,0.8935
16.850,1.1065
16.900,1.3419
16.950,1.1581
17.000,1.3452
17.050,1.1355
17.100,1.1645
17.150,1.2290
17.200,1.3710
17.250,1.3355
17.300,1.0903
17.350,1.2258
17.400,1.2387
17.450,1.2710
17.500,1.2903
17.550,1.2129
17.600,1.2000
17.650,1.2935
17.700,1.3742
17.750,0.9839
17.800,1.0516
17.850,1.3613
17.900,1.1968
17.950,1.4258
18.000,1.2968
18.050,1.2774
18.100,1.1677
18.150,1.2226
18.200,1.2290
18.250,1.3226
18.300,1.2452
18.350,1.4677
18.400,1.0194
18.450,1.0968
18.500,1.4000
18.550,1.3452
18.600,1.5774
18.650,1.3000
18.700,1.3355
18.750,1.1935
18.800,0.8968
18.850,1.3355
18.900,1.2065
18.950,0.9710
19.000,1.2097
19.050,1.3548
19.100,1.2484
19.150,1.1161
19.200,1.0903
19.250,1.1226
19.300,1.3871
19.350,1.1097
19.400,0.9387
19.450,1.6000
19.500,0.9065
19.550,1.3194
19.600,1.0419
19.650,1.1710
19.700,0.9161
19.750,1.3065
19.800,1.4871
19.850,1.0774
19.900,1.7581
19.950,1.3871
20.000,0.9548
20.050,1.5194
20.100,1.2806
20.150,1.0871
20.200,1.2032
20.250,1.2452
20.300,1.2710
20.350,1.2387
20.400,1.2581
20.450,1.3032
20.500,1.2290
20.550,1.2935
20.600,1.2677
20.650,1.2323
20.700,1.2065
20.750,1.2258
20.800,1.2742
20.850,1.2968
20.900,1.1710
20.950,1.3871
21.000,1.2742
21.050,1.2129
21.100,1.2032
21.150,1.1645
21.200,1.2645
21.250,1.0903
21.300,1.4258
21.350,1.0613
21.400,1.1226
21.450,0.9387
21.500,1.2258
21.550,1.1323
21.600,1.1548
