timestamp_seconds,raw
11.148,"2757.009,""cm"",562.1"
11.235,"2757.042,""cmps"",51.6"
11.244,"2757.101,""cm"",298.1"
11.320,"2757.134,""cmps"",15.2"
11.332,"2757.193,""cm"",289.5"
11.412,"2757.226,""cmps"",15.2"
11.423,"2757.285,""cm"",281.1"
11.505,"2757.318,""cmps"",21.2"
11.522,"2757.377,""cm"",289.5"
11.597,"2757.410,""cmps"",21.2"
11.608,"2757.469,""cm"",68.1"
11.688,"2757.501,""cmps"",24.3"
11.697,"2757.560,""cm"",68.1"
11.779,"2757.592,""cmps"",36.4"
11.788,"2757.651,""cm"",68.1"
11.870,"2757.683,""cmps"",45.5"
11.879,"2757.742,""cm"",68.1"
11.966,"2757.774,""cmps"",48.5"
11.970,"2757.833,""cm"",68.1"
12.053,"2757.865,""cmps"",45.5"
12.064,"2757.926,""cm"",68.1"
12.146,"2757.958,""cmps"",39.4"
12.156,"2758.018,""cm"",68.1"
12.237,"2758.050,""cmps"",24.3"
12.247,"2758.109,""cm"",111.5"
12.332,"2758.142,""cmps"",12.1"
12.340,"2758.201,""cm"",111.3"
12.420,"2758.234,""cmps"",6.1"
12.430,"2758.293,""cm"",59.7"
12.512,"2758.325,""cmps"",-3.0"
12.521,"2758.384,""cm"",68.1"
12.603,"2758.416,""cmps"",-27.3"
12.614,"2758.475,""cm"",111.0"
12.697,"2758.508,""cmps"",-45.5"
12.717,"2758.569,""cm"",59.7"
12.800,"2758.602,""cmps"",-60.7"
12.811,"2758.673,""cm"",68.1"
12.892,"2758.705,""cmps"",-66.7"
12.903,"2758.765,""cm"",68.1"
12.985,"2758.797,""cmps"",-60.7"
12.994,"2758.856,""cm"",68.1"
13.076,"2758.889,""cmps"",-42.5"
13.088,"2758.948,""cm"",76.6"
13.168,"2758.981,""cmps"",-39.4"
13.178,"2759.040,""cm"",76.6"
13.260,"2759.073,""cmps"",-69.8"
13.271,"2759.132,""cm"",110.8"
13.352,"2759.165,""cmps"",-69.8"
13.363,"2759.225,""cm"",110.7"
13.447,"2759.257,""cmps"",-63.7"
13.456,"2759.316,""cm"",110.8"
13.537,"2759.349,""cmps"",-66.7"
13.548,"2759.408,""cm"",110.8"
13.628,"2759.441,""cmps"",-60.7"
13.638,"2759.501,""cm"",110.9"
13.720,"2759.533,""cmps"",-48.5"
13.732,"2759.592,""cm"",111.1"
13.813,"2759.625,""cmps"",-33.4"
13.823,"2759.684,""cm"",111.2"
13.905,"2759.717,""cmps"",-48.5"
13.916,"2759.776,""cm"",119.2"
13.996,"2759.809,""cmps"",-48.5"
14.007,"2759.868,""cm"",127.7"
14.088,"2759.901,""cmps"",-72.8"
14.099,"2759.961,""cm"",119.2"
14.181,"2759.993,""cmps"",-72.8"
14.193,"2760.052,""cm"",119.2"
14.272,"2760.085,""cmps"",-69.8"
14.284,"2760.144,""cm"",136.2"
14.364,"2760.177,""cmps"",-51.6"
14.376,"2760.236,""cm"",136.3"
14.456,"2760.269,""cmps"",-51.6"
14.467,"2760.328,""cm"",144.8"
14.548,"2760.361,""cmps"",-33.4"
14.559,"2760.420,""cm"",281.0"
14.641,"2760.453,""cmps"",-60.7"
14.651,"2760.512,""cm"",281.1"
14.732,"2760.545,""cmps"",-54.6"
14.743,"2760.604,""cm"",281.0"
14.824,"2760.637,""cmps"",-51.6"
14.836,"2760.696,""cm"",281.1"
14.916,"2760.729,""cmps"",-51.6"
14.927,"2760.788,""cm"",281.0"
15.008,"2760.821,""cmps"",-51.6"
15.019,"2760.880,""cm"",272.5"
15.103,"2760.913,""cmps"",-36.4"
15.111,"2760.972,""cm"",247.0"
15.192,"2761.006,""cmps"",-24.3"
15.203,"2761.065,""cm"",195.9"
15.284,"2761.098,""cmps"",-21.2"
15.296,"2761.157,""cm"",204.4"
15.376,"2761.190,""cmps"",-36.4"
15.388,"2761.249,""cm"",238.5"
15.468,"2761.282,""cmps"",-30.3"
15.479,"2761.341,""cm"",264.0"
15.559,"2761.374,""cmps"",6.1"
15.570,"2761.433,""cm"",272.5"
15.652,"2761.465,""cmps"",-30.3"
15.662,"2761.524,""cm"",272.5"
15.743,"2761.557,""cmps"",6.1"
15.753,"2761.616,""cm"",264.1"
15.834,"2761.648,""cmps"",9.1"
15.844,"2761.707,""cm"",272.5"
16.422,"2762.234,""cmps"",15.2"
16.433,"2762.293,""cm"",281.0"
16.513,"2762.326,""cmps"",15.2"
16.525,"2762.385,""cm"",281.1"
16.605,"2762.418,""cmps"",9.1"
16.616,"2762.477,""cm"",281.1"
16.696,"2762.509,""cmps"",24.3"
16.716,"2762.568,""cm"",272.6"
16.789,"2762.601,""cmps"",12.1"
16.799,"2762.660,""cm"",264.0"
16.881,"2762.693,""cmps"",36.4"
16.891,"2762.752,""cm"",272.5"
16.973,"2762.785,""cmps"",42.5"
16.984,"2762.844,""cm"",272.6"
17.064,"2762.877,""cmps"",57.6"
17.076,"2762.936,""cm"",272.6"
17.157,"2762.969,""cmps"",45.5"
17.168,"2763.029,""cm"",281.0"
17.249,"2763.062,""cmps"",66.7"
17.259,"2763.121,""cm"",281.0"
17.341,"2763.154,""cmps"",45.5"
17.351,"2763.214,""cm"",272.5"
17.433,"2763.246,""cmps"",69.8"
17.444,"2763.306,""cm"",119.3"
17.526,"2763.338,""cmps"",42.5"
17.536,"2763.397,""cm"",272.6"
17.616,"2763.430,""cmps"",30.3"
17.628,"2763.489,""cm"",119.2"
17.709,"2763.522,""cmps"",54.6"
17.719,"2763.581,""cm"",111.2"
17.801,"2763.614,""cmps"",60.7"
17.811,"2763.673,""cm"",110.9"
17.893,"2763.706,""cmps"",66.7"
17.906,"2763.765,""cm"",111.0"
17.985,"2763.798,""cmps"",75.8"
17.996,"2763.858,""cm"",110.8"
18.076,"2763.890,""cmps"",39.4"
18.089,"2763.950,""cm"",110.9"
18.169,"2763.982,""cmps"",36.4"
18.179,"2764.041,""cm"",110.8"
18.261,"2764.074,""cmps"",39.4"
18.277,"2764.133,""cm"",76.6"
18.352,"2764.165,""cmps"",48.5"
18.363,"2764.224,""cm"",76.6"
18.443,"2764.256,""cmps"",48.5"
18.454,"2764.316,""cm"",68.2"
18.534,"2764.347,""cmps"",60.7"
18.544,"2764.406,""cm"",68.1"
18.625,"2764.438,""cmps"",51.6"
18.636,"2764.498,""cm"",68.1"
18.720,"2764.529,""cmps"",66.7"
18.727,"2764.588,""cm"",111.0"
18.807,"2764.621,""cmps"",42.5"
18.819,"2764.680,""cm"",111.5"
18.899,"2764.713,""cmps"",33.4"
18.911,"2764.772,""cm"",111.3"
18.991,"2764.805,""cmps"",9.1"
19.002,"2764.864,""cm"",111.7"
19.083,"2764.896,""cmps"",36.4"
19.093,"2764.955,""cm"",111.6"
19.175,"2764.988,""cmps"",21.2"
19.185,"2765.047,""cm"",68.1"
19.266,"2765.079,""cmps"",33.4"
19.276,"2765.138,""cm"",68.1"
19.357,"2765.170,""cmps"",30.3"
19.367,"2765.229,""cm"",68.1"
19.448,"2765.261,""cmps"",18.2"
19.459,"2765.320,""cm"",68.1"
19.540,"2765.352,""cmps"",12.1"
19.549,"2765.411,""cm"",59.7"
19.629,"2765.443,""cmps"",9.1"
19.639,"2765.502,""cm"",59.7"
19.719,"2765.534,""cmps"",9.1"
19.730,"2765.593,""cm"",59.7"
19.810,"2765.625,""cmps"",9.1"
19.824,"2765.684,""cm"",59.7"
20.186,"2766,""cmps"",-12.1"
20.195,"2766.059,""cm"",59.7"
20.277,"2766.090,""cmps"",-9.1"
20.287,"2766.149,""cm"",59.7"
20.438,"2766.252,""cmps"",9.1"
20.448,"2766.311,""cm"",59.7"
20.530,"2766.343,""cmps"",21.2"
20.540,"2766.402,""cm"",68.1"
20.621,"2766.434,""cmps"",12.1"
20.632,"2766.493,""cm"",68.1"
20.712,"2766.525,""cmps"",21.2"
20.723,"2766.585,""cm"",68.1"
20.802,"2766.616,""cmps"",9.1"
20.812,"2766.675,""cm"",68.1"
20.894,"2766.707,""cmps"",12.1"
20.905,"2766.766,""cm"",68.1"
20.985,"2766.798,""cmps"",12.1"
20.996,"2766.857,""cm"",68.1"
21.078,"2766.889,""cmps"",12.1"
21.090,"2766.949,""cm"",59.7"
21.169,"2766.980,""cmps"",18.2"
21.178,"2767.040,""cm"",68.1"
21.259,"2767.072,""cmps"",18.2"
21.269,"2767.131,""cm"",68.1"
21.349,"2767.163,""cmps"",15.2"
21.360,"2767.222,""cm"",68.1"
21.440,"2767.254,""cmps"",15.2"
21.456,"2767.313,""cm"",68.1"
21.532,"2767.345,""cmps"",12.1"
21.542,"2767.404,""cm"",111.3"
21.705,"2767.508,""cmps"",-9.1"
