timestamp_seconds,raw
3.542,"924.594,""cm"",153.4"
3.764,"924.768,""cmps"",9.1"
3.773,"924.827,""cm"",119.3"
3.857,"924.858,""cmps"",9.1"
3.864,"924.917,""cm"",281.1"
3.944,"924.948,""cmps"",6.1"
3.954,"925.008,""cm"",136.3"
4.035,"925.039,""cmps"",15.2"
4.047,"925.098,""cm"",153.3"
4.196,"925.201,""cmps"",12.1"
4.206,"925.260,""cm"",281.0"
4.287,"925.292,""cmps"",6.1"
4.297,"925.351,""cm"",170.3"
4.590,"925.595,""cmps"",-12.1"
4.601,"925.654,""cm"",281.0"
4.681,"925.686,""cmps"",-48.5"
4.692,"925.745,""cm"",272.6"
4.773,"925.777,""cmps"",-36.4"
4.783,"925.836,""cm"",272.6"
4.863,"925.868,""cmps"",6.1"
4.873,"925.927,""cm"",272.6"
7.581,"928.585,""cmps"",18.2"
7.590,"928.644,""cm"",264.0"
7.670,"928.676,""cmps"",18.2"
7.681,"928.735,""cm"",281.0"
7.764,"928.767,""cmps"",6.1"
7.776,"928.826,""cm"",272.6"
7.853,"928.857,""cmps"",6.1"
7.862,"928.916,""cm"",281.1"
8.013,"929.019,""cmps"",-15.2"
8.024,"929.078,""cm"",272.6"
8.104,"929.110,""cmps"",-15.2"
8.115,"929.169,""cm"",281.1"
8.480,"929.485,""cmps"",-112.3"
8.492,"929.544,""cm"",281.1"
8.570,"929.577,""cmps"",6.1"
8.581,"929.636,""cm"",281.0"
11.004,"932.009,""cmps"",12.1"
11.014,"932.068,""cm"",272.5"
11.237,"932.242,""cmps"",-24.3"
11.252,"932.301,""cm"",264.0"
11.328,"932.333,""cmps"",-15.2"
11.339,"932.392,""cm"",264.0"
11.419,"932.424,""cmps"",-36.4"
11.430,"932.483,""cm"",264.0"
11.510,"932.515,""cmps"",-36.4"
11.521,"932.574,""cm"",264.0"
11.601,"932.606,""cmps"",-54.6"
11.612,"932.665,""cm"",264.0"
11.693,"932.697,""cmps"",-72.8"
11.704,"932.756,""cm"",272.5"
11.783,"932.788,""cmps"",6.1"
11.793,"932.847,""cm"",272.6"
12.938,"933.943,""cmps"",42.5"
12.949,"934.002,""cm"",272.6"
13.029,"934.034,""cmps"",9.1"
13.040,"934.093,""cm"",272.5"
13.121,"934.124,""cmps"",109.2"
13.132,"934.184,""cm"",264.0"
13.211,"934.216,""cmps"",57.6"
13.221,"934.276,""cm"",255.5"
13.303,"934.307,""cmps"",103.2"
13.312,"934.367,""cm"",272.6"
13.393,"934.398,""cmps"",81.9"
13.404,"934.457,""cm"",264.0"
13.484,"934.489,""cmps"",57.6"
13.494,"934.548,""cm"",264.0"
13.575,"934.580,""cmps"",54.6"
13.585,"934.639,""cm"",264.0"
13.666,"934.671,""cmps"",78.9"
13.676,"934.731,""cm"",68.1"
13.756,"934.761,""cmps"",81.9"
13.768,"934.821,""cm"",68.1"
13.845,"934.851,""cmps"",57.6"
13.856,"934.911,""cm"",68.1"
13.938,"934.941,""cmps"",36.4"
13.948,"935.003,""cm"",68.1"
14.027,"935.034,""cmps"",30.3"
14.038,"935.093,""cm"",59.7"
14.118,"935.124,""cmps"",15.2"
14.128,"935.183,""cm"",59.7"
14.207,"935.214,""cmps"",9.1"
14.218,"935.273,""cm"",68.1"
14.298,"935.304,""cmps"",12.1"
14.308,"935.363,""cm"",68.1"
14.388,"935.394,""cmps"",12.1"
14.398,"935.453,""cm"",68.1"
14.477,"935.484,""cmps"",12.1"
14.488,"935.543,""cm"",68.1"
14.567,"935.574,""cmps"",9.1"
14.580,"935.633,""cm"",59.7"
14.659,"935.664,""cmps"",-15.2"
14.669,"935.723,""cm"",68.1"
14.749,"935.755,""cmps"",-15.2"
14.760,"935.814,""cm"",68.1"
14.840,"935.846,""cmps"",-24.3"
14.851,"935.905,""cm"",68.1"
14.931,"935.937,""cmps"",-15.2"
14.942,"935.996,""cm"",68.1"
15.022,"936.028,""cmps"",-12.1"
15.035,"936.087,""cm"",68.1"
15.113,"936.119,""cmps"",-12.1"
15.124,"936.178,""cm"",68.1"
15.204,"936.210,""cmps"",-9.1"
15.213,"936.269,""cm"",68.1"
15.294,"936.300,""cmps"",-12.1"
15.305,"936.359,""cm"",59.7"
15.385,"936.391,""cmps"",-12.1"
15.397,"936.450,""cm"",68.1"
15.482,"936.482,""cmps"",-9.1"
15.486,"936.541,""cm"",68.1"
22.244,"943.246,""cmps"",9.1"
22.249,"943.305,""cm"",68.1"
26.451,"947.454,""cmps"",9.1"
26.458,"947.513,""cm"",68.1"
26.537,"947.544,""cmps"",9.1"
26.548,"947.603,""cm"",68.1"
26.629,"947.634,""cmps"",12.1"
