timestamp_seconds,voltage
0.010,1.2355
0.054,1.2742
0.102,1.0065
0.159,1.1452
0.201,1.3065
0.252,1.3161
0.300,1.1290
0.350,1.2935
0.400,1.0742
0.450,1.4742
0.500,1.2032
0.550,1.4548
0.600,1.2194
0.650,1.4935
0.700,1.4839
0.750,1.5226
0.800,1.2774
0.850,1.3516
0.900,1.2161
0.950,1.3581
1.000,1.2097
1.050,1.0935
1.100,1.2935
1.150,1.2645
1.200,1.1097
1.250,1.3452
1.300,1.1355
1.350,1.3871
1.400,1.3710
1.450,1.3710
1.500,1.4677
1.550,1.1903
1.600,1.3806
1.650,1.4161
1.700,1.3548
1.750,1.0645
1.800,1.3613
1.850,1.1806
1.900,1.3677
1.950,1.2419
2.000,1.2387
2.050,1.2065
2.100,1.2194
2.150,0.9935
2.200,1.2097
2.250,1.1323
2.300,1.0355
2.350,1.1387
2.400,1.2742
2.450,1.1323
2.500,1.0516
2.550,1.3419
2.600,1.2839
2.650,1.2161
2.700,1.2516
2.750,1.4387
2.800,1.2065
2.850,1.3516
2.900,1.2323
2.950,1.3097
3.000,1.1645
3.050,1.3548
3.100,1.1645
3.150,1.0645
3.200,1.1548
3.250,1.3226
3.300,1.1806
3.350,1.0452
3.400,1.0129
3.450,1.3903
3.500,1.2419
3.550,1.1161
3.600,1.1581
3.650,1.1677
3.700,1.1452
3.750,1.2452
3.800,1.3226
3.850,1.3581
3.900,1.2419
3.950,1.2548
4.000,1.3806
4.050,1.0710
4.100,1.0452
4.150,1.1839
4.200,1.4161
4.250,1.2419
4.300,1.4742
4.350,1.2290
4.400,1.0613
4.450,1.2419
4.500,1.4387
4.550,1.1742
4.600,1.0774
4.650,1.2742
4.700,1.1613
4.750,1.0968
4.800,1.1194
4.850,1.1484
4.900,1.1129
4.950,1.1387
5.000,1.2903
5.050,1.4677
5.100,1.3839
5.150,1.2839
5.200,1.1290
5.250,1.2935
5.300,0.9613
5.350,1.4387
5.400,1.3065
5.450,1.1677
5.500,1.2452
5.550,1.1645
5.600,1.1677
5.650,1.3161
5.700,1.3387
5.750,1.1839
5.800,1.2484
5.850,1.0871
5.900,1.2839
5.950,0.9452
6.000,1.0161
6.050,1.2903
6.100,1.3032
6.150,1.1516
6.200,1.3000
6.250,1.3194
6.300,1.1484
6.350,1.4097
6.400,1.3677
6.450,1.1968
6.500,1.2129
6.550,1.4194
6.600,1.1032
6.650,1.3903
6.700,1.2226
6.750,0.9774
6.800,1.3645
6.850,1.0903
6.900,1.1097
6.950,1.1097
7.000,1.1839
7.050,1.1032
7.100,1.0935
7.150,1.1226
7.200,1.0645
7.250,0.9968
7.300,1.2065
7.350,1.4419
7.400,1.1806
7.450,1.3065
7.500,1.3774
7.550,1.4516
7.600,1.3516
7.650,1.3548
7.700,1.1806
7.750,1.3161
7.800,1.3677
7.850,1.2935
7.900,1.1935
7.950,1.2613
8.000,1.2774
8.050,1.1355
8.100,1.1742
8.150,1.1161
8.200,1.0839
8.250,1.1774
8.300,1.2839
8.350,1.1839
8.400,1.4194
8.450,1.3000
8.500,1.4258
8.550,1.3710
8.600,1.0774
8.650,1.1323
8.700,1.4581
8.750,1.1129
8.800,1.3484
8.850,1.3129
8.900,1.1290
8.950,1.4548
9.000,1.3161
9.050,1.2710
9.100,1.0710
9.150,1.0806
9.200,1.1484
9.250,1.1452
9.300,1.2323
9.350,1.2742
9.400,1.1355
9.450,1.1226
9.500,1.0548
9.550,1.0452
9.600,1.4194
9.650,1.2000
9.700,1.2677
9.750,1.3871
9.800,1.2516
9.850,1.2355
9.900,1.2613
9.950,1.2258
10.000,1.1839
10.050,1.2032
10.100,1.2613
10.150,1.2613
10.200,0.9968
10.250,1.3806
10.300,1.1484
10.350,1.2613
10.400,1.2194
10.450,1.2097
10.500,1.2194
10.550,1.1645
10.600,1.2419
10.650,1.1677
10.700,2.4548
10.750,1.0710
10.800,1.2710
10.850,1.2032
10.900,1.2484
10.950,1.2484
11.000,1.3000
11.050,1.2419
11.100,1.2645
11.150,1.2129
11.200,1.2129
11.250,1.2548
11.300,1.2452
11.350,1.2516
11.400,1.2161
11.450,1.2387
11.500,1.2323
11.550,1.1839
11.600,1.1645
11.650,1.2387
11.700,1.1645
11.750,0.0000
11.800,1.2355
11.850,1.3129
11.900,1.1839
11.950,1.2710
12.000,1.2806
12.050,1.2871
12.100,1.1903
12.150,1.2387
12.200,1.2194
12.250,1.2677
12.300,1.1258
12.350,1.2484
12.400,1.2387
12.450,1.2290
12.500,1.0161
12.550,1.2000
12.602,1.2387
12.650,1.2129
12.700,1.2226
12.750,1.7903
12.800,1.0613
12.850,1.2065
12.900,1.1903
12.950,1.2097
13.000,1.2548
13.050,1.2613
13.100,1.2935
13.150,1.1903
13.200,1.3000
13.250,1.1871
13.300,1.2903
13.350,1.2258
13.400,1.2774
13.450,1.2452
13.500,1.1871
13.550,1.2161
13.600,1.2516
13.650,1.2419
13.700,1.2548
13.750,1.1968
13.800,1.2742
13.850,1.2323
13.900,1.1871
13.950,1.2226
14.000,1.1581
14.050,1.1871
14.100,1.0387
14.150,1.2613
14.200,1.0839
14.250,1.3548
14.300,1.2516
14.350,1.4871
14.400,1.2548
14.450,1.2452
14.500,0.9742
14.550,1.3742
14.600,1.4161
14.651,1.5871
14.700,1.0839
14.750,1.4935
14.800,1.2742
14.850,1.3290
14.900,1.2806
14.950,1.2613
15.000,1.0226
15.050,1.2613
15.100,1.2839
15.150,1.3645
15.200,1.5742
15.250,1.1258
15.300,1.3968
15.350,1.0903
15.401,1.2387
15.450,1.1839
15.500,1.3452
15.550,1.1677
15.600,1.3419
15.650,1.2613
15.700,1.3806
15.750,1.0581
15.800,1.2097
15.850,1.3258
15.900,1.3065
15.950,1.4065
16.000,1.1806
16.050,0.8871
16.100,1.3806
16.150,1.0258
