timestamp_seconds,raw
29.681,"871.585,""cm"",255.5"
29.761,"871.617,""cmps"",-30.3"
29.772,"871.676,""cm"",255.5"
29.856,"871.708,""cmps"",-24.3"
29.863,"871.767,""cm"",255.5"
29.943,"871.799,""cmps"",-18.2"
29.954,"871.858,""cm"",255.5"
31.239,"873.096,""cmps"",9.1"
31.250,"873.155,""cm"",247.0"
31.334,"873.186,""cmps"",21.2"
31.341,"873.245,""cm"",247.0"
31.423,"873.277,""cmps"",27.3"
31.432,"873.336,""cm"",247.0"
31.512,"873.368,""cmps"",36.4"
31.523,"873.427,""cm"",247.0"
31.603,"873.459,""cmps"",48.5"
31.614,"873.518,""cm"",255.5"
31.696,"873.550,""cmps"",60.7"
