timestamp_seconds,raw
12.965,60.7
12.967,183.1
13.040,72.8
13.044,187.4
13.115,36.4
13.120,204.4
13.192,48.5
13.195,251.2
13.268,36.4
13.272,255.5
13.344,36.4
13.347,238.5
13.420,24.3
13.424,221.4
13.497,72.8
13.499,259.8
13.572,72.8
13.575,276.8
13.648,12.1
13.652,276.8
13.723,24.3
13.727,276.8
13.800,36.4
13.804,272.5
13.875,36.4
13.879,276.8
13.954,24.3
13.955,276.8
14.028,48.5
14.032,276.8
14.103,48.5
14.107,276.8
14.180,12.1
14.184,276.8
14.255,12.1
14.259,276.8
14.332,-12.1
14.336,272.5
14.481,12.1
14.484,272.5
15.133,-12.1
15.137,276.8
15.210,-24.3
15.214,272.5
15.288,-36.4
15.291,281.1
16.085,-12.1
16.087,289.6
23.989,12.1
23.999,289.6
24.066,-24.3
24.070,276.8
24.214,12.1
24.218,276.8
24.366,12.1
24.368,285.3
26.167,-12.1
26.168,302.3
26.385,-12.1
26.389,302.3
26.607,-60.7
26.610,293.8
26.684,-12.1
26.686,302.3
26.760,-12.1
26.764,302.3
26.908,60.7
26.912,285.3
26.985,48.5
26.988,302.3
27.061,12.1
27.065,289.6
27.137,72.8
27.140,293.8
27.213,121.4
27.217,289.6
27.651,12.1
27.654,281.1
27.870,12.1
27.873,285.3
28.091,12.1
28.093,289.6
28.239,12.1
28.241,293.8
28.385,12.1
28.389,293.8
